SECID,BOARDID,BID,OFFER,SPREAD,OPEN,HIGH,LOW,LAST,QUANTITY,LASTCHANGE,SETTLEPRICE,SETTLETOPREVSETTLE,OPENPOSITION,NUMTRADES,VOLTODAY,VALTODAY,VALTODAY_USD,UPDATETIME,LASTCHANGEPRCNT,BIDDEPTH,BIDDEPTHT,NUMBIDS,OFFERDEPTH,OFFERDEPTHT,NUMOFFERS,TIME,SETTLETOPREVSETTLEPRC,SEQNUM,SYSTIME,TRADEDATE,LASTTOPREVPRICE,OICHANGE,OPENPERIODPRICE,SWAPRATE,TRADE_SESSION_DATE,LAST_RUB
SuQ6,RFUD,61300,62130,830,60000,62650,59690,61250,5,-1090,61300,-1600,676,70,203,1246172,15128,17:50:10,-1.75,,,,,,,17:31:01,-2.61,20260813180511,2026-08-13 18:05:11,2026-08-13,-0.54,94,0.00000,0.00000,2026-08-13,6125
SuU6,RFUD,64950,65800,850,64000,66720,63930,65800,1,-100,65800,-690,504,41,126,822761,9988,17:50:04,-0.15,,,,,,,17:49:46,-1.05,20260813180519,2026-08-13 18:05:19,2026-08-13,0.24,16,64000.00000,0.00000,2026-08-13,6580
SuV6,RFUD,64260,65490,1230,60480,71040,60480,65690,1,120,65490,-60,24,12,12,77771,944,17:50:19,0.18,,,,,,,15:13:29,-0.09,20260813180521,2026-08-13 18:05:21,2026-08-13,0.77,4,60480.00000,0.00000,2026-08-13,6569
SVH7,RFUD,69.03,69.08,0.05,69.22,69.55,68.31,69.03,1,0.1,69.03,-0.51,1484,113,125,7151771,86821,17:50:21,0.15,,,,,,,17:48:11,-0.74,20260813180523,2026-08-13 18:05:23,2026-08-13,-0.33,42,0.00000,0.00000,2026-08-13,57293
SVM7,RFUD,70.76,71.08,0.32,71.21,71.21,70.34,70.34,1,-0.67,70.74,-0.95,938,7,15,883602,10727,17:50:19,-0.94,,,,,,,17:10:13,-1.34,20260813180523,2026-08-13 18:05:23,2026-08-13,-1.17,20,0.00000,0.00000,2026-08-13,58381
SVU6,RFUD,65.48,65.49,0.01,65.8,66.15,64.63,65.48,1,-0.01,65.47,-0.85,461522,32576,239904,13003526888,157859219,17:50:22,-0.02,,,,,,,17:50:17,-1.3,20260813180523,2026-08-13 18:05:23,2026-08-13,-0.43,-27378,65.80000,0.00000,2026-08-13,54347
SVZ6,RFUD,67.2,67.22,0.02,67.46,67.79,66.4,67.2,4,0.05,67.2,-0.8,35600,2769,5341,297139377,3607190,17:50:22,0.07,,,,,,,17:49:55,-1.19,20260813180523,2026-08-13 18:05:23,2026-08-13,-0.37,1076,0.00000,0.00000,2026-08-13,55774
SXU6,RFUD,6643.2,6669.7,26.5,6642.6,6673.3,6642.6,6643.3,1,-30,6643.3,22,8382,21,28,178492,2167,17:46:52,-0.45,,,,,,,15:49:14,0.33,20260813180152,2026-08-13 18:01:52,2026-08-13,0.42,36,0.00000,0.00000,2026-08-13,6363
SXZ6,RFUD,6538.8,6617,78.2,6524.1,6524.7,6524.1,6524.7,1,0.6,6538.8,-20.9,588,3,3,18748,228,17:49:58,0.01,,,,,,,08:07:14,-0.32,20260813180459,2026-08-13 18:04:59,2026-08-13,-0.53,6,0.00000,0.00000,2026-08-13,6249
SYU6,RFUD,23.47,23.54,0.07,0,0,0,0,0,0,23.5,0,50,0,0,0,0,17:50:03,0,,,,,,,17:50:03,0,20260813180505,2026-08-13 18:05:05,,,0,0.00000,0.00000,2026-08-13,0
SYZ6,RFUD,23.44,23.78,0.34,0,0,0,0,0,0,23.61,-0.17,30,0,0,0,0,17:50:05,0,,,,,,,17:50:05,-0.72,20260813180507,2026-08-13 18:05:07,,,0,0.00000,0.00000,2026-08-13,0
SZU6,RFUD,689,690,1,714,720,687,689,25,1,689,-36,586374,12608,260243,181702716,2205821,17:50:19,0.15,,,,,,,17:49:38,-5.22,20260813180523,2026-08-13 18:05:23,2026-08-13,-4.17,-29746,714.00000,0.00000,2026-08-13,689
SZZ6,RFUD,654,656,2,670,678,651,656,3,2,656,-30,85412,1424,13032,8617098,104609,17:50:19,0.31,,,,,,,17:47:56,-4.57,20260813180523,2026-08-13 18:05:23,2026-08-13,-2.81,-4242,670.00000,0.00000,2026-08-13,656
TBU6,RFUD,2723,2725,2,2819,2832,2716,2726,13,3,2723,-125,743096,9374,183697,510893014,6202100,17:50:22,0.11,,,,,,,17:50:14,-4.59,20260813180523,2026-08-13 18:05:23,2026-08-13,-3.4,-30460,0.00000,0.00000,2026-08-13,2726
TBZ6,RFUD,2776,2779,3,2880,2884,2768,2776,1,4,2776,-135,46910,2264,12579,35732156,433778,17:50:20,0.14,,,,,,,17:45:55,-4.86,20260813180522,2026-08-13 18:05:22,2026-08-13,-3.58,-3132,0.00000,0.00000,2026-08-13,2776
TCU6,RFUD,435.4,437.5,2.1,436.6,441.2,434.5,435.4,2,-2.1,435.4,-9.8,4504,71,857,39563172,480286,17:49:26,-0.48,,,,,,,17:49:26,-2.25,20260813180504,2026-08-13 18:05:04,2026-08-13,-2.38,-328,0.00000,0.00000,2026-08-13,46046
TCZ6,RFUD,444.4,449.6,5.2,0,0,0,0,0,0,444.4,-8.7,4,0,0,0,0,17:49:26,0,,,,,,,17:49:26,-1.96,20260813180504,2026-08-13 18:05:04,,,0,0.00000,0.00000,2026-08-13,0
TLU6,RFUD,83,83.19,0.19,82.64,82.88,82.42,82.7,1,-0.18,83,0.29,3468,17,316,21673007,263104,17:49:50,-0.22,,,,,,,16:21:20,0.35,20260813180453,2026-08-13 18:04:53,2026-08-13,-0.05,2,0.00000,0.00000,2026-08-13,68639
TLZ6,RFUD,83.01,83.21,0.2,82.38,83.11,82.38,83.11,1,0.03,83.11,0.48,1108,11,29,1995024,24219,17:49:50,0.04,,,,,,,17:18:41,0.58,20260813180453,2026-08-13 18:04:53,2026-08-13,0.87,-50,0.00000,0.00000,2026-08-13,68979
TNU6,RFUD,1052,1053,1,1090,1093,1051,1053,1,1,1053,-40,393046,2152,94549,101134266,1227742,17:50:22,0.1,,,,,,,17:48:43,-3.8,20260813180523,2026-08-13 18:05:23,2026-08-13,-3.57,2492,0.00000,0.00000,2026-08-13,1053
TNZ6,RFUD,1088,1090,2,1127,1130,1087,1087,4,-2,1088,-41,128320,790,14582,16120651,195700,17:50:22,-0.18,,,,,,,17:42:29,-3.77,20260813180523,2026-08-13 18:05:23,2026-08-13,-3.72,7218,0.00000,0.00000,2026-08-13,1087
TOU6,RFUD,188.77,189.31,0.54,0,0,0,0,0,0,189.02,-0.56,24,0,0,0,0,17:50:10,0,,,,,,,17:50:10,-0.3,20260813180511,2026-08-13 18:05:11,,,0,0.00000,0.00000,2026-08-13,0
TOZ6,RFUD,189.45,191.91,2.46,0,0,0,0,0,0,190.66,0.14,8,0,0,0,0,17:50:10,0,,,,,,,17:50:10,0.07,20260813180511,2026-08-13 18:05:11,,,0,0.00000,0.00000,2026-08-13,0
TPU6,RFUD,5413,5421,8,5612,5631,5390,5400,2,-7,5411,-210,47146,1222,7259,40055713,486265,17:50:22,-0.13,,,,,,,17:38:46,-3.88,20260813180523,2026-08-13 18:05:23,2026-08-13,-3.47,-2074,0.00000,0.00000,2026-08-13,5400
TPZ6,RFUD,5316,5333,17,5518,5547,5313,5333,1,20,5333,-144,1234,40,127,690832,8387,17:50:17,0.38,,,,,,,17:31:35,-2.7,20260813180523,2026-08-13 18:05:23,2026-08-13,-1.71,6,0.00000,0.00000,2026-08-13,5333
TRU6,RFUD,0,0,0,0,0,0,0,0,0,48.2473,0,0,0,0,0,0,00:07:38,0,,,,,,,00:07:38,0,20260813070502,2026-08-13 07:05:02,,,0,0.00000,0.00000,2026-08-13,0
TRZ6,RFUD,49.42,0,0,0,0,0,0,0,0,49.4225,0,0,0,0,0,0,00:07:38,0,,,,,,,00:07:38,0,20260813070502,2026-08-13 07:05:02,,,0,0.00000,0.00000,2026-08-13,0
TSU6,RFUD,438.1,439.3,1.2,432.6,432.6,432.1,432.6,3,0.5,438.1,3.8,1364,4,12,430808,5230,17:50:21,0.12,,,,,,,12:56:05,0.87,20260813180523,2026-08-13 18:05:23,2026-08-13,-0.23,8,0.00000,0.00000,2026-08-13,35905
TSZ6,RFUD,452.2,459.4,7.2,0,0,0,0,0,0,455.8,8.6,64,0,0,0,0,17:50:21,0,,,,,,,17:50:21,1.89,20260813180523,2026-08-13 18:05:23,,,0,0.00000,0.00000,2026-08-13,0
TTU6,RFUD,55561,55624,63,57354,57895,55350,55593,1,20,55593,-1952,9768,1112,2056,116209463,1410751,17:50:22,0.04,,,,,,,17:48:15,-3.51,20260813180523,2026-08-13 18:05:23,2026-08-13,-3.36,-52,0.00000,0.00000,2026-08-13,55593
TTZ6,RFUD,55193,55396,203,56666,56666,55101,55219,1,-1,55219,-1815,1058,211,470,26360486,320009,17:50:22,0,,,,,,,17:45:29,-3.29,20260813180523,2026-08-13 18:05:23,2026-08-13,-1.93,-80,0.00000,0.00000,2026-08-13,55219
TXQ6,RFUD,0.3352,0.3355,0.0003,0.3379,0.3381,0.3341,0.3341,1,-0.003,0.3352,-0.0023,3194,5,6,16849,205,17:46:19,-0.89,,,,,,,14:30:09,-0.69,20260813180151,2026-08-13 18:01:51,2026-08-13,-1.21,12,0.00000,0.00000,2026-08-13,2773
TXU6,RFUD,0.3365,0.3369,0.0004,0.3396,0.3396,0.3367,0.3386,1,0.0013,0.3369,-0.0016,44,12,25,69967,849,17:46:19,0.39,,,,,,,11:44:58,-0.47,20260813180151,2026-08-13 18:01:51,2026-08-13,0,30,0.00000,0.00000,2026-08-13,2810
TXV6,RFUD,0.3351,0.3391,0.004,0.3391,0.3391,0.337,0.337,1,-0.0016,0.337,-0.0026,52,8,20,56273,683,17:47:01,-0.47,,,,,,,11:44:58,-0.77,20260813180202,2026-08-13 18:02:02,2026-08-13,0,0,0.00000,0.00000,2026-08-13,2797
TYU6,RFUD,1.689,1.708,0.019,1.73,1.73,1.675,1.709,6,0.021,1.708,-0.002,1978,15,24,40770,495,17:48:14,1.24,,,,,,,16:07:27,-0.12,20260813180315,2026-08-13 18:03:15,2026-08-13,1,-20,0.00000,0.00000,2026-08-13,1709
TYZ6,RFUD,1.66,1.69,0.03,1.66,1.68,1.66,1.66,1,-0.02,1.66,-0.019,114,6,6,10040,122,17:50:17,-1.19,,,,,,,17:49:26,-1.14,20260813180519,2026-08-13 18:05:19,2026-08-13,0.61,2,0.00000,0.00000,2026-08-13,1660
UCH7,RFUD,6.748,6.765,0.017,0,0,0,0,0,0,6.748,-0.01,34,0,0,0,0,17:50:07,0,,,,,,,17:50:07,-0.15,20260813180508,2026-08-13 18:05:08,,,0,0.00000,0.00000,2026-08-13,0
UCM7,RFUD,6.785,6.827,0.042,0,0,0,0,0,0,6.785,-0.002,26,0,0,0,0,17:49:27,0,,,,,,,17:49:27,-0.03,20260813180428,2026-08-13 18:04:28,,,0,0.00000,0.00000,2026-08-13,0
UCU6,RFUD,6.727,6.728,0.001,6.735,6.739,6.726,6.727,1,-0.001,6.727,-0.01,200374,7068,40843,3381284051,41047853,17:50:14,-0.01,,,,,,,17:50:02,-0.15,20260813180515,2026-08-13 18:05:15,2026-08-13,-0.12,8420,0.00000,0.00000,2026-08-13,82733
UCZ6,RFUD,6.716,6.719,0.003,6.73,6.73,6.716,6.716,1,-0.004,6.716,-0.013,53332,138,360,29766667,361359,17:50:12,-0.06,,,,,,,17:33:07,-0.19,20260813180513,2026-08-13 18:05:13,2026-08-13,-0.21,452,0.00000,0.00000,2026-08-13,82598
UMU6,RFUD,84.61,84.63,0.02,83.72,84.76,83.7,84.62,1,0.01,84.61,0.97,9558,899,6496,54838368,665723,17:50:20,0.01,,,,,,,17:49:56,1.15,20260813180522,2026-08-13 18:05:22,2026-08-13,1.12,-254,0.00000,0.00000,2026-08-13,8462
UMZ6,RFUD,86.01,86.08,0.07,85.31,86.14,85.31,86.01,1,-0.04,86.01,1,3080,68,139,1194633,14503,17:50:16,-0.05,,,,,,,17:47:24,1.16,20260813180519,2026-08-13 18:05:19,2026-08-13,1.05,46,0.00000,0.00000,2026-08-13,8601
UNU6,RFUD,10401,10424,23,11024,11024,10397,10420,5,23,10420,-684,9252,429,2392,25478225,309299,17:50:22,0.22,,,,,,,17:47:21,-6.56,20260813180523,2026-08-13 18:05:23,2026-08-13,-5.49,-80,0.00000,0.00000,2026-08-13,10420
UNZ6,RFUD,10679,10727,48,11020,11020,10700,10700,1,-1,10700,-457,566,30,42,455699,5532,17:50:22,-0.01,,,,,,,17:39:31,-4.27,20260813180523,2026-08-13 18:05:23,2026-08-13,-5.86,0,0.00000,0.00000,2026-08-13,10700
USDRUBF,RFUD,84.14,84.15,0.01,83.17,84.25,83.14,84.15,42,0.01,84.15,1.15,1194042,27143,258216,21644642860,262759977,17:50:22,0.01,,,,,,,17:50:18,1.37,20260813180523,2026-08-13 18:05:23,2026-08-13,1.26,8276,83.17000,0.00000,2026-08-13,84150
UTU6,RFUD,456.7,541.6,84.9,0,0,0,0,0,0,499.3,0,0,0,0,0,0,13:46:00,0,,,,,,,13:46:00,0,20260813140102,2026-08-13 14:01:02,,,0,0.00000,0.00000,2026-08-13,0
UTZ6,RFUD,466.7,553.6,86.9,0,0,0,0,0,0,510.4,0,0,0,0,0,0,13:46:06,0,,,,,,,13:46:06,0,20260813140108,2026-08-13 14:01:08,,,0,0.00000,0.00000,2026-08-13,0
VBU6,RFUD,5633,5635,2,5766,5833,5629,5634,8,1,5633,-181,988254,24285,233784,1335196914,16208921,17:50:22,0.02,,,,,,,17:50:08,-3.21,20260813180523,2026-08-13 18:05:23,2026-08-13,-2.53,1806,5766.00000,0.00000,2026-08-13,5634
VBZ6,RFUD,5830,5833,3,5985,6030,5827,5831,8,2,5829,-185,119724,3163,15853,93608275,1136379,17:50:22,0.03,,,,,,,17:50:08,-3.17,20260813180523,2026-08-13 18:05:23,2026-08-13,-2.7,5202,0.00000,0.00000,2026-08-13,5831
VIQ6,RFUD,35.55,35.7,0.15,38.3,38.6,35,35.75,1,0.15,35.7,-1.85,3238,257,845,4974276,60386,17:49:50,0.42,,,,,,,17:36:13,-5.18,20260813180452,2026-08-13 18:04:52,2026-08-13,-5.3,444,0.00000,0.00000,2026-08-13,5934
VIU6,RFUD,35,35.3,0.3,32.35,38.25,32.3,35.2,7,0.75,35.2,-2,442,73,150,870903,10573,17:49:50,2.18,,,,,,,17:28:33,-5.68,20260813180452,2026-08-13 18:04:52,2026-08-13,-4.48,16,0.00000,0.00000,2026-08-13,5843
VIV6,RFUD,33.75,39.4,5.65,0,0,0,0,0,0,35.7,-1.85,0,0,0,0,0,17:49:17,0,,,,,,,17:49:17,-5.18,20260813180418,2026-08-13 18:04:18,,,0,0.00000,0.00000,2026-08-13,0
VKU6,RFUD,1561,1562,1,1635,1671,1550,1562,1,1,1561,-103,324522,13974,381847,610353177,7409519,17:50:21,0.06,,,,,,,17:50:21,-6.6,20260813180522,2026-08-13 18:05:22,2026-08-13,-4.35,1640,0.00000,0.00000,2026-08-13,1562
VKZ6,RFUD,1613,1615,2,1692,1721,1604,1615,1,-1,1615,-99,34274,943,6931,11346612,137745,17:50:22,-0.06,,,,,,,17:50:21,-6.13,20260813180523,2026-08-13 18:05:23,2026-08-13,-4.55,1230,0.00000,0.00000,2026-08-13,1615
W4F7,RFUD,16340,16440,100,17960,18050,16330,16360,1,-30,16360,-1520,3454,214,689,11607920,140917,17:50:22,-0.18,,,,,,,17:47:10,-9.29,20260813180523,2026-08-13 18:05:23,2026-08-13,-9.11,-186,0.00000,0.00000,2026-08-13,16360
W4G7,RFUD,17130,17230,100,17960,18160,17030,17130,1,-30,17130,-1120,2324,67,145,2521480,30610,17:50:06,-0.17,,,,,,,17:45:41,-6.54,20260813180507,2026-08-13 18:05:07,2026-08-13,-6.14,184,0.00000,0.00000,2026-08-13,17130
W4H7,RFUD,17780,18330,550,18210,18800,18040,18040,1,-80,18040,-490,262,24,24,440410,5346,17:48:57,-0.44,,,,,,,17:11:10,-2.72,20260813180357,2026-08-13 18:03:57,2026-08-13,-2.75,14,0.00000,0.00000,2026-08-13,18040
W4J7,RFUD,18020,18340,320,18360,18570,18020,18020,1,-10,18020,-580,144,15,19,344220,4179,17:48:29,-0.06,,,,,,,17:44:43,-3.22,20260813180348,2026-08-13 18:03:48,2026-08-13,-4.35,22,0.00000,0.00000,2026-08-13,18020
W4K7,RFUD,17910,18450,540,18510,18510,18020,18460,1,440,18450,-230,178,12,12,218230,2649,17:45:31,2.44,,,,,,,16:49:10,-1.25,20260813180348,2026-08-13 18:03:48,2026-08-13,-1.23,20,0.00000,0.00000,2026-08-13,18460
W4M7,RFUD,18070,18170,100,18350,18350,18220,18320,1,100,18170,-630,160,5,6,109650,1331,17:48:49,0.55,,,,,,,15:49:29,-3.47,20260813180422,2026-08-13 18:04:22,2026-08-13,-4.23,12,0.00000,0.00000,2026-08-13,18320
W4N7,RFUD,19000,19470,470,19250,19250,19250,19250,1,0,19250,-380,40,1,1,19250,234,17:48:56,0,,,,,,,15:07:34,-1.97,20260813180356,2026-08-13 18:03:56,2026-08-13,-1.94,2,0.00000,0.00000,2026-08-13,19250
W4Q6,RFUD,13010,13020,10,13510,13550,12980,13020,1,10,13020,-640,19284,1695,4736,62436180,757958,17:50:22,0.08,,,,,,,17:50:13,-4.92,20260813180523,2026-08-13 18:05:23,2026-08-13,-3.63,-514,0.00000,0.00000,2026-08-13,13020
W4U6,RFUD,14080,14110,30,15020,15020,14070,14100,1,30,14100,-860,23660,2249,4476,64767820,786263,17:50:22,0.21,,,,,,,17:48:31,-6.1,20260813180523,2026-08-13 18:05:23,2026-08-13,-5.62,28,0.00000,0.00000,2026-08-13,14100
W4V6,RFUD,14550,14590,40,15820,15820,14520,14590,1,70,14590,-1030,6660,1419,2937,43839530,532200,17:50:13,0.48,,,,,,,17:48:01,-7.06,20260813180514,2026-08-13 18:05:14,2026-08-13,-7.77,-102,0.00000,0.00000,2026-08-13,14590
W4X6,RFUD,15450,15510,60,16840,16910,15420,15420,2,-10,15450,-1430,4360,444,966,15418740,187179,17:49:53,-0.06,,,,,,,17:47:18,-9.26,20260813180454,2026-08-13 18:04:54,2026-08-13,-9.19,-462,0.00000,0.00000,2026-08-13,15420
W4Z6,RFUD,16090,16140,50,17620,17910,15940,16140,4,50,16140,-1350,4134,345,1236,20541250,249365,17:50:01,0.31,,,,,,,17:48:31,-8.36,20260813180502,2026-08-13 18:05:02,2026-08-13,-8.45,-610,0.00000,0.00000,2026-08-13,16140
WTF7,RFUD,70.47,88.97,18.5,0,0,0,0,0,0,79.72,1.9,0,0,0,0,0,17:46:26,0,,,,,,,17:46:26,2.38,20260813180523,2026-08-13 18:05:23,,,0,0.00000,0.00000,2026-08-13,0
WTG7,RFUD,63.57,86.92,23.35,0,0,0,0,0,0,75.25,-1.16,0,0,0,0,0,17:46:42,0,,,,,,,17:46:42,-1.54,20260813180523,2026-08-13 18:05:23,,,0,0.00000,0.00000,2026-08-13,0
WTQ6,RFUD,81.06,81.22,0.16,81.54,82.07,80.3,80.86,1,-0.03,81.06,-2.26,2638,25,239,16008605,194340,17:50:22,-0.04,,,,,,,17:36:43,-2.79,20260813180523,2026-08-13 18:05:23,2026-08-13,-2.91,406,0.00000,0.00000,2026-08-13,67112
WTU6,RFUD,79.06,81.22,2.16,81.4,81.72,80.89,81.72,1,0.83,81.21,-0.79,50,5,5,337485,4097,17:50:22,1.03,,,,,,,17:38:25,-0.97,20260813180523,2026-08-13 18:05:23,2026-08-13,-0.34,0,0.00000,0.00000,2026-08-13,67826
WTV6,RFUD,76.67,81.9,5.23,80.77,81.08,80.52,81.08,1,0.56,81.08,0.96,14,3,3,201162,2442,17:49:48,0.7,,,,,,,17:38:25,1.18,20260813180523,2026-08-13 18:05:23,2026-08-13,0,4,0.00000,0.00000,2026-08-13,67295
WTX6,RFUD,75.77,83.77,8,82.2,82.2,82.2,82.2,1,0,82.2,3.36,14,1,1,68224,828,17:46:21,0,,,,,,,13:56:51,4.09,20260813180523,2026-08-13 18:05:23,2026-08-13,4.26,2,0.00000,0.00000,2026-08-13,68224
WTZ6,RFUD,73.87,85.2,11.33,0,0,0,0,0,0,79.53,0.26,0,0,0,0,0,17:46:26,0,,,,,,,17:46:26,0.33,20260813180523,2026-08-13 18:05:23,,,0,0.00000,0.00000,2026-08-13,0
WUU6,RFUD,507,508,1,546,548,503,508,1,-1,508,-52,694578,4133,219237,115691551,1404463,17:50:19,-0.2,,,,,,,17:50:19,-10.24,20260813180521,2026-08-13 18:05:21,2026-08-13,-6.79,-36130,0.00000,0.00000,2026-08-13,508
WUZ6,RFUD,515,517,2,554,558,512,513,20,-2,515,-56,23138,640,11038,5884600,71437,17:50:21,-0.39,,,,,,,17:44:10,-10.87,20260813180522,2026-08-13 18:05:22,2026-08-13,-7.57,-1862,0.00000,0.00000,2026-08-13,513
X5U6,RFUD,2094,2096,2,2130,2162,2079,2096,21,2,2093,-54,983424,4857,86693,183393147,2226342,17:50:22,0.1,,,,,,,17:50:17,-2.58,20260813180523,2026-08-13 18:05:23,2026-08-13,-1.83,-9174,0.00000,0.00000,2026-08-13,2096
X5Z6,RFUD,2165,2168,3,2201,2233,2151,2165,13,3,2164,-56,30646,636,6067,13228163,160586,17:50:22,0.14,,,,,,,17:50:06,-2.59,20260813180523,2026-08-13 18:05:23,2026-08-13,-1.95,2466,0.00000,0.00000,2026-08-13,2165
XIU6,RFUD,25.92,26.04,0.12,26.3,26.38,25.87,25.93,1,0.01,25.93,-0.49,1564,18,24,661546,8031,17:45:33,0.04,,,,,,,15:53:52,-1.89,20260813180034,2026-08-13 18:00:34,2026-08-13,-1.78,22,0.00000,0.00000,2026-08-13,27423
XIZ6,RFUD,26.66,27.2,0.54,27.05,27.05,26.97,26.97,1,-0.08,26.97,-0.13,84,2,2,57129,694,17:50:08,-0.3,,,,,,,10:10:52,-0.48,20260813180509,2026-08-13 18:05:09,2026-08-13,-2.18,2,0.00000,0.00000,2026-08-13,28522
XRQ6,RFUD,1.0152,1.018,0.0028,1.0215,1.0215,1.0103,1.013,22,0.002,1.0155,-0.006,10718,9,78,655352,7956,17:49:57,0.2,,,,,,,17:15:27,-0.59,20260813180458,2026-08-13 18:04:58,2026-08-13,-0.83,-48,0.00000,0.00000,2026-08-13,8408
XRU6,RFUD,1.0222,1.0251,0.0029,1.0281,1.0281,1.0201,1.0217,2,0.0016,1.0225,-0.0057,380,6,7,59344,720,17:49:57,0.16,,,,,,,16:45:57,-0.56,20260813180458,2026-08-13 18:04:58,2026-08-13,-0.37,2,0.00000,0.00000,2026-08-13,8480
XRV6,RFUD,1.0229,1.0451,0.0222,0,0,0,0,0,0,1.0229,-0.0049,28,0,0,0,0,17:49:57,0,,,,,,,17:49:57,-0.48,20260813180458,2026-08-13 18:04:58,,,0,0.00000,0.00000,2026-08-13,0
YDU6,RFUD,3938,3939,1,4024,4041,3921,3939,43,1,3939,-96,500110,4991,74022,294860553,3579526,17:50:22,0.03,,,,,,,17:50:15,-2.44,20260813180523,2026-08-13 18:05:23,2026-08-13,-2.09,-442,0.00000,0.00000,2026-08-13,3939
YDZ6,RFUD,3965,3967,2,4040,4064,3950,3967,1,6,3967,-91,30318,493,2745,11024913,133839,17:50:22,0.15,,,,,,,17:49:33,-2.29,20260813180523,2026-08-13 18:05:23,2026-08-13,-2.12,844,0.00000,0.00000,2026-08-13,3967
ZCU6,RFUD,3750,3766.5,16.5,3736.5,3762,3710.5,3752.5,1,-9.5,3752.5,-8.5,1356,17,26,806934,9796,17:50:00,-0.25,,,,,,,16:50:26,-0.23,20260813180501,2026-08-13 18:05:01,2026-08-13,0.41,-16,0.00000,0.00000,2026-08-13,31145
ZCZ6,RFUD,3700,3722,22,0,0,0,0,0,0,3722,14,216,0,0,0,0,17:50:00,0,,,,,,,17:50:00,0.38,20260813180501,2026-08-13 18:05:01,,,0,0.00000,0.00000,2026-08-13,0
