Date,cl_period,KEY_PERIOD,BC,r
2026-08-12,CL,9Y,POSI,0.04966387080427561
2026-08-12,CL,10Y,POSI,0.04966387080427561
2026-08-12,CL,1D,QQQF,9.452851304856479e-05
2026-08-12,CL,1W,QQQF,9.452851304856479e-05
2026-08-12,CL,2W,QQQF,9.452851304856479e-05
2026-08-12,CL,1M,QQQF,9.452851304856479e-05
2026-08-12,CL,2M,QQQF,9.452851304856479e-05
2026-08-12,CL,3M,QQQF,9.452851304856479e-05
2026-08-12,CL,6M,QQQF,9.452851304856479e-05
2026-08-12,CL,9M,QQQF,9.452851304856479e-05
2026-08-12,CL,1Y,QQQF,9.452851304856479e-05
2026-08-12,CL,2Y,QQQF,9.452851304856479e-05
2026-08-12,CL,3Y,QQQF,9.452851304856479e-05
2026-08-12,CL,4Y,QQQF,9.452851304856479e-05
2026-08-12,CL,5Y,QQQF,9.452851304856479e-05
2026-08-12,CL,6Y,QQQF,9.452851304856479e-05
2026-08-12,CL,7Y,QQQF,9.452851304856479e-05
2026-08-12,CL,8Y,QQQF,9.452851304856479e-05
2026-08-12,CL,9Y,QQQF,9.452851304856479e-05
2026-08-12,CL,10Y,QQQF,9.452851304856479e-05
2026-08-12,CL,1D,R2000,0.017223100664384
2026-08-12,CL,1W,R2000,0.017223100664384
2026-08-12,CL,2W,R2000,0.017223100664384
2026-08-12,CL,1M,R2000,0.017223100664384
2026-08-12,CL,2M,R2000,0.017223100664384
2026-08-12,CL,3M,R2000,0.017223100664384
2026-08-12,CL,6M,R2000,0.017223100664384
2026-08-12,CL,9M,R2000,0.017223100664384
2026-08-12,CL,1Y,R2000,0.017223100664384
2026-08-12,CL,2Y,R2000,0.017223100664384
2026-08-12,CL,3Y,R2000,0.017223100664384
2026-08-12,CL,4Y,R2000,0.017223100664384
2026-08-12,CL,5Y,R2000,0.017223100664384
2026-08-12,CL,6Y,R2000,0.017223100664384
2026-08-12,CL,7Y,R2000,0.017223100664384
2026-08-12,CL,8Y,R2000,0.017223100664384
2026-08-12,CL,9Y,R2000,0.017223100664384
2026-08-12,CL,10Y,R2000,0.017223100664384
2026-08-12,CL,1D,RASP,0.015879234081996662
2026-08-12,CL,1W,RASP,0.015879234081996662
2026-08-12,CL,2W,RASP,0.015879234081996662
2026-08-12,CL,1M,RASP,0.015879234081996662
2026-08-12,CL,2M,RASP,0.025232316780538402
2026-08-12,CL,3M,RASP,0.03692367015371558
2026-08-12,CL,6M,RASP,0.0513430059806341
2026-08-12,CL,9M,RASP,0.0513430059806341
2026-08-12,CL,1Y,RASP,0.0513430059806341
2026-08-12,CL,2Y,RASP,0.0513430059806341
2026-08-12,CL,3Y,RASP,0.0513430059806341
2026-08-12,CL,4Y,RASP,0.0513430059806341
2026-08-12,CL,5Y,RASP,0.0513430059806341
2026-08-12,CL,6Y,RASP,0.0513430059806341
2026-08-12,CL,7Y,RASP,0.0513430059806341
2026-08-12,CL,8Y,RASP,0.0513430059806341
2026-08-12,CL,9Y,RASP,0.0513430059806341
2026-08-12,CL,10Y,RASP,0.0513430059806341
2026-08-12,CL,1D,RENI,0.12642169889174495
2026-08-12,CL,1W,RENI,0.12642169889174495
2026-08-12,CL,2W,RENI,0.12642169889174495
2026-08-12,CL,1M,RENI,0.12642169889174495
2026-08-12,CL,2M,RENI,0.12829350131861006
2026-08-12,CL,3M,RENI,0.13063325435219145
2026-08-12,CL,6M,RENI,0.13351894976027515
2026-08-12,CL,9M,RENI,0.13351894976027515
2026-08-12,CL,1Y,RENI,0.13351894976027515
2026-08-12,CL,2Y,RENI,0.13351894976027515
2026-08-12,CL,3Y,RENI,0.13351894976027515
2026-08-12,CL,4Y,RENI,0.13351894976027515
2026-08-12,CL,5Y,RENI,0.13351894976027515
2026-08-12,CL,6Y,RENI,0.13351894976027515
2026-08-12,CL,7Y,RENI,0.13351894976027515
2026-08-12,CL,8Y,RENI,0.13351894976027515
2026-08-12,CL,9Y,RENI,0.13351894976027515
2026-08-12,CL,10Y,RENI,0.13351894976027515
2026-08-12,CL,1D,RGBI,0.027282220804763148
2026-08-12,CL,1W,RGBI,0.027282220804763148
2026-08-12,CL,2W,RGBI,0.027282220804763148
2026-08-12,CL,1M,RGBI,0.027282220804763148
2026-08-12,CL,2M,RGBI,0.027282220804763148
2026-08-12,CL,3M,RGBI,0.027282220804763148
2026-08-12,CL,6M,RGBI,0.02087058790912555
2026-08-12,CL,9M,RGBI,0.019205576762496415
2026-08-12,CL,1Y,RGBI,0.019151881133476965
2026-08-12,CL,2Y,RGBI,0.019151881133476965
2026-08-12,CL,3Y,RGBI,0.019151881133476965
2026-08-12,CL,4Y,RGBI,0.019151881133476965
2026-08-12,CL,5Y,RGBI,0.019151881133476965
2026-08-12,CL,6Y,RGBI,0.019151881133476965
2026-08-12,CL,7Y,RGBI,0.019151881133476965
2026-08-12,CL,8Y,RGBI,0.019151881133476965
2026-08-12,CL,9Y,RGBI,0.019151881133476965
2026-08-12,CL,10Y,RGBI,0.019151881133476965
2026-08-12,CL,1D,RGBIF,0.027282220804763148
2026-08-12,CL,1W,RGBIF,0.027282220804763148
2026-08-12,CL,2W,RGBIF,0.027282220804763148
2026-08-12,CL,1M,RGBIF,0.027282220804763148
2026-08-12,CL,2M,RGBIF,0.027282220804763148
2026-08-12,CL,3M,RGBIF,0.027282220804763148
2026-08-12,CL,6M,RGBIF,0.02087058790912555
2026-08-12,CL,9M,RGBIF,0.019205576762496415
2026-08-12,CL,1Y,RGBIF,0.019151881133476965
2026-08-12,CL,2Y,RGBIF,0.019151881133476965
2026-08-12,CL,3Y,RGBIF,0.019151881133476965
2026-08-12,CL,4Y,RGBIF,0.019151881133476965
2026-08-12,CL,5Y,RGBIF,0.019151881133476965
2026-08-12,CL,6Y,RGBIF,0.019151881133476965
2026-08-12,CL,7Y,RGBIF,0.019151881133476965
2026-08-12,CL,8Y,RGBIF,0.019151881133476965
2026-08-12,CL,9Y,RGBIF,0.019151881133476965
2026-08-12,CL,10Y,RGBIF,0.019151881133476965
2026-08-12,CL,1D,RNFT,0.0798791101058092
2026-08-12,CL,1W,RNFT,0.0798791101058092
2026-08-12,CL,2W,RNFT,0.0798791101058092
2026-08-12,CL,1M,RNFT,0.0798791101058092
2026-08-12,CL,2M,RNFT,0.07909376158307369
2026-08-12,CL,3M,RNFT,0.0781120759296543
2026-08-12,CL,6M,RNFT,0.07690133029043705
2026-08-12,CL,9M,RNFT,0.07690133029043705
2026-08-12,CL,1Y,RNFT,0.07690133029043705
2026-08-12,CL,2Y,RNFT,0.07690133029043705
2026-08-12,CL,3Y,RNFT,0.07690133029043705
2026-08-12,CL,4Y,RNFT,0.07690133029043705
2026-08-12,CL,5Y,RNFT,0.07690133029043705
2026-08-12,CL,6Y,RNFT,0.07690133029043705
2026-08-12,CL,7Y,RNFT,0.07690133029043705
2026-08-12,CL,8Y,RNFT,0.07690133029043705
2026-08-12,CL,9Y,RNFT,0.07690133029043705
2026-08-12,CL,10Y,RNFT,0.07690133029043705
2026-08-12,CL,1D,ROSN,-0.0060121326830963676
2026-08-12,CL,1W,ROSN,-0.0060121326830963676
2026-08-12,CL,2W,ROSN,-0.0060121326830963676
2026-08-12,CL,1M,ROSN,-0.0060121326830963676
2026-08-12,CL,2M,ROSN,0.020451743268589232
2026-08-12,CL,3M,ROSN,0.05353158820819623
2026-08-12,CL,6M,ROSN,0.07514539483647101
2026-08-12,CL,9M,ROSN,0.046488574804948946
2026-08-12,CL,1Y,ROSN,0.03531224394586128
2026-08-12,CL,2Y,ROSN,0.03531224394586128
2026-08-12,CL,3Y,ROSN,0.03531224394586128
2026-08-12,CL,4Y,ROSN,0.03531224394586128
2026-08-12,CL,5Y,ROSN,0.03531224394586128
2026-08-12,CL,6Y,ROSN,0.03531224394586128
2026-08-12,CL,7Y,ROSN,0.03531224394586128
2026-08-12,CL,8Y,ROSN,0.03531224394586128
2026-08-12,CL,9Y,ROSN,0.03531224394586128
2026-08-12,CL,10Y,ROSN,0.03531224394586128
2026-08-12,CL,1D,RTKM,0.35562800226287755
2026-08-12,CL,1W,RTKM,0.35562800226287755
2026-08-12,CL,2W,RTKM,0.35562800226287755
2026-08-12,CL,1M,RTKM,0.35562800226287755
2026-08-12,CL,2M,RTKM,0.3121755812516908
2026-08-12,CL,3M,RTKM,0.2578600549877074
2026-08-12,CL,6M,RTKM,0.19087090592879458
2026-08-12,CL,9M,RTKM,0.19087090592879458
2026-08-12,CL,1Y,RTKM,0.19087090592879458
2026-08-12,CL,2Y,RTKM,0.19087090592879458
2026-08-12,CL,3Y,RTKM,0.19087090592879458
2026-08-12,CL,4Y,RTKM,0.19087090592879458
2026-08-12,CL,5Y,RTKM,0.19087090592879458
2026-08-12,CL,6Y,RTKM,0.19087090592879458
2026-08-12,CL,7Y,RTKM,0.19087090592879458
2026-08-12,CL,8Y,RTKM,0.19087090592879458
2026-08-12,CL,9Y,RTKM,0.19087090592879458
2026-08-12,CL,10Y,RTKM,0.19087090592879458
2026-08-12,CL,1D,RTKMP,0.29460249313729114
2026-08-12,CL,1W,RTKMP,0.29460249313729114
2026-08-12,CL,2W,RTKMP,0.29460249313729114
2026-08-12,CL,1M,RTKMP,0.29460249313729114
2026-08-12,CL,2M,RTKMP,0.2617481552963533
2026-08-12,CL,3M,RTKMP,0.22068023299518102
2026-08-12,CL,6M,RTKMP,0.17002979549040184
2026-08-12,CL,9M,RTKMP,0.17002979549040184
2026-08-12,CL,1Y,RTKMP,0.17002979549040184
2026-08-12,CL,2Y,RTKMP,0.17002979549040184
2026-08-12,CL,3Y,RTKMP,0.17002979549040184
2026-08-12,CL,4Y,RTKMP,0.17002979549040184
2026-08-12,CL,5Y,RTKMP,0.17002979549040184
2026-08-12,CL,6Y,RTKMP,0.17002979549040184
2026-08-12,CL,7Y,RTKMP,0.17002979549040184
2026-08-12,CL,8Y,RTKMP,0.17002979549040184
2026-08-12,CL,9Y,RTKMP,0.17002979549040184
2026-08-12,CL,10Y,RTKMP,0.17002979549040184
2026-08-12,CL,1D,RTS,-0.013163445450077572
2026-08-12,CL,1W,RTS,-0.013163445450077572
2026-08-12,CL,2W,RTS,-0.013163445450077572
2026-08-12,CL,1M,RTS,-0.013163445450077572
2026-08-12,CL,2M,RTS,-0.013163445450077572
2026-08-12,CL,3M,RTS,-0.013163445450077572
2026-08-12,CL,6M,RTS,-0.002062940798215158
2026-08-12,CL,9M,RTS,0.017063304924996893
2026-08-12,CL,1Y,RTS,0.01770683206751304
2026-08-12,CL,2Y,RTS,0.01770683206751304
2026-08-12,CL,3Y,RTS,0.01770683206751304
2026-08-12,CL,4Y,RTS,0.01770683206751304
2026-08-12,CL,5Y,RTS,0.01770683206751304
2026-08-12,CL,6Y,RTS,0.01770683206751304
2026-08-12,CL,7Y,RTS,0.01770683206751304
2026-08-12,CL,8Y,RTS,0.01770683206751304
2026-08-12,CL,9Y,RTS,0.01770683206751304
2026-08-12,CL,10Y,RTS,0.01770683206751304
2026-08-12,CL,1D,RTSM,-0.04218612494309106
2026-08-12,CL,1W,RTSM,-0.04218612494309106
2026-08-12,CL,2W,RTSM,-0.04218612494309106
2026-08-12,CL,1M,RTSM,-0.04218612494309106
2026-08-12,CL,2M,RTSM,-0.03635816642794647
2026-08-12,CL,3M,RTSM,-0.029073218284015732
2026-08-12,CL,6M,RTSM,-0.020088448906501154
2026-08-12,CL,9M,RTSM,-0.020088448906501154
2026-08-12,CL,1Y,RTSM,-0.020088448906501154
2026-08-12,CL,2Y,RTSM,-0.020088448906501154
2026-08-12,CL,3Y,RTSM,-0.020088448906501154
2026-08-12,CL,4Y,RTSM,-0.020088448906501154
2026-08-12,CL,5Y,RTSM,-0.020088448906501154
2026-08-12,CL,6Y,RTSM,-0.020088448906501154
2026-08-12,CL,7Y,RTSM,-0.020088448906501154
2026-08-12,CL,8Y,RTSM,-0.020088448906501154
2026-08-12,CL,9Y,RTSM,-0.020088448906501154
2026-08-12,CL,10Y,RTSM,-0.020088448906501154
2026-08-12,CL,1D,RUAL,0.1135264682542408
2026-08-12,CL,1W,RUAL,0.1135264682542408
2026-08-12,CL,2W,RUAL,0.1135264682542408
2026-08-12,CL,1M,RUAL,0.1135264682542408
2026-08-12,CL,2M,RUAL,0.11555126495716825
2026-08-12,CL,3M,RUAL,0.11808226083582754
2026-08-12,CL,6M,RUAL,0.12120382241950735
2026-08-12,CL,9M,RUAL,0.12120382241950735
2026-08-12,CL,1Y,RUAL,0.12120382241950735
2026-08-12,CL,2Y,RUAL,0.12120382241950735
2026-08-12,CL,3Y,RUAL,0.12120382241950735
2026-08-12,CL,4Y,RUAL,0.12120382241950735
2026-08-12,CL,5Y,RUAL,0.12120382241950735
2026-08-12,CL,6Y,RUAL,0.12120382241950735
2026-08-12,CL,7Y,RUAL,0.12120382241950735
2026-08-12,CL,8Y,RUAL,0.12120382241950735
2026-08-12,CL,9Y,RUAL,0.12120382241950735
2026-08-12,CL,10Y,RUAL,0.12120382241950735
2026-08-12,CL,1D,RUON,0.0
2026-08-12,CL,1W,RUON,0.0
2026-08-12,CL,2W,RUON,0.0
2026-08-12,CL,1M,RUON,0.0
2026-08-12,CL,2M,RUON,0.0
2026-08-12,CL,3M,RUON,0.0
2026-08-12,CL,6M,RUON,0.0
2026-08-12,CL,9M,RUON,0.0
2026-08-12,CL,1Y,RUON,0.0
2026-08-12,CL,2Y,RUON,0.0
2026-08-12,CL,3Y,RUON,0.0
2026-08-12,CL,4Y,RUON,0.0
2026-08-12,CL,5Y,RUON,0.0
2026-08-12,CL,6Y,RUON,0.0
2026-08-12,CL,7Y,RUON,0.0
2026-08-12,CL,8Y,RUON,0.0
2026-08-12,CL,9Y,RUON,0.0
2026-08-12,CL,10Y,RUON,0.0
2026-08-12,CL,1D,RUONIA,0.1367079285015112
2026-08-12,CL,1W,RUONIA,0.1367079285015112
2026-08-12,CL,2W,RUONIA,0.1367079285015112
2026-08-12,CL,1M,RUONIA,0.1367079285015112
2026-08-12,CL,2M,RUONIA,0.1367079285015112
2026-08-12,CL,3M,RUONIA,0.1367079285015112
2026-08-12,CL,6M,RUONIA,0.13554787177375555
2026-08-12,CL,9M,RUONIA,0.13303144477789391
2026-08-12,CL,1Y,RUONIA,0.13294706075596338
2026-08-12,CL,2Y,RUONIA,0.13294706075596338
2026-08-12,CL,3Y,RUONIA,0.13294706075596338
2026-08-12,CL,4Y,RUONIA,0.13294706075596338
2026-08-12,CL,5Y,RUONIA,0.13294706075596338
2026-08-12,CL,6Y,RUONIA,0.13294706075596338
2026-08-12,CL,7Y,RUONIA,0.13294706075596338
2026-08-12,CL,8Y,RUONIA,0.13294706075596338
2026-08-12,CL,9Y,RUONIA,0.13294706075596338
2026-08-12,CL,10Y,RUONIA,0.13294706075596338
2026-08-12,CL,1D,RVI,2.470845845905992
2026-08-12,CL,1W,RVI,2.470845845905992
2026-08-12,CL,2W,RVI,2.012501077958563
2026-08-12,CL,1M,RVI,0.7902483634320849
2026-08-12,CL,2M,RVI,0.31214828284487856
2026-08-12,CL,3M,RVI,0.308855730738249
2026-08-12,CL,6M,RVI,0.308855730738249
2026-08-12,CL,9M,RVI,0.308855730738249
2026-08-12,CL,1Y,RVI,0.308855730738249
2026-08-12,CL,2Y,RVI,0.308855730738249
2026-08-12,CL,3Y,RVI,0.308855730738249
2026-08-12,CL,4Y,RVI,0.308855730738249
2026-08-12,CL,5Y,RVI,0.308855730738249
2026-08-12,CL,6Y,RVI,0.308855730738249
2026-08-12,CL,7Y,RVI,0.308855730738249
2026-08-12,CL,8Y,RVI,0.308855730738249
2026-08-12,CL,9Y,RVI,0.308855730738249
2026-08-12,CL,10Y,RVI,0.308855730738249
2026-08-12,CL,1D,SAMSUNG,-0.017316763048758236
2026-08-12,CL,1W,SAMSUNG,-0.017316763048758236
2026-08-12,CL,2W,SAMSUNG,-0.017316763048758236
2026-08-12,CL,1M,SAMSUNG,-0.017316763048758236
2026-08-12,CL,2M,SAMSUNG,-0.017316763048758236
2026-08-12,CL,3M,SAMSUNG,-0.017316763048758236
2026-08-12,CL,6M,SAMSUNG,-0.017316763048758236
2026-08-12,CL,9M,SAMSUNG,-0.017316763048758236
2026-08-12,CL,1Y,SAMSUNG,-0.017316763048758236
2026-08-12,CL,2Y,SAMSUNG,-0.017316763048758236
2026-08-12,CL,3Y,SAMSUNG,-0.017316763048758236
2026-08-12,CL,4Y,SAMSUNG,-0.017316763048758236
2026-08-12,CL,5Y,SAMSUNG,-0.017316763048758236
2026-08-12,CL,6Y,SAMSUNG,-0.017316763048758236
2026-08-12,CL,7Y,SAMSUNG,-0.017316763048758236
2026-08-12,CL,8Y,SAMSUNG,-0.017316763048758236
2026-08-12,CL,9Y,SAMSUNG,-0.017316763048758236
2026-08-12,CL,10Y,SAMSUNG,-0.017316763048758236
2026-08-12,CL,1D,SAP,0.03798607083562075
2026-08-12,CL,1W,SAP,0.03798607083562075
2026-08-12,CL,2W,SAP,0.03798607083562075
2026-08-12,CL,1M,SAP,0.03798607083562075
2026-08-12,CL,2M,SAP,0.03798607083562075
2026-08-12,CL,3M,SAP,0.03798607083562075
2026-08-12,CL,6M,SAP,0.03798607083562075
2026-08-12,CL,9M,SAP,0.03798607083562075
2026-08-12,CL,1Y,SAP,0.03798607083562075
2026-08-12,CL,2Y,SAP,0.03798607083562075
2026-08-12,CL,3Y,SAP,0.03798607083562075
2026-08-12,CL,4Y,SAP,0.03798607083562075
2026-08-12,CL,5Y,SAP,0.03798607083562075
2026-08-12,CL,6Y,SAP,0.03798607083562075
2026-08-12,CL,7Y,SAP,0.03798607083562075
2026-08-12,CL,8Y,SAP,0.03798607083562075
2026-08-12,CL,9Y,SAP,0.03798607083562075
2026-08-12,CL,10Y,SAP,0.03798607083562075
2026-08-12,CL,1D,SAUDI,0.039049537061498316
2026-08-12,CL,1W,SAUDI,0.039049537061498316
2026-08-12,CL,2W,SAUDI,0.039049537061498316
2026-08-12,CL,1M,SAUDI,0.039049537061498316
2026-08-12,CL,2M,SAUDI,0.039049537061498316
2026-08-12,CL,3M,SAUDI,0.039049537061498316
2026-08-12,CL,6M,SAUDI,0.039049537061498316
2026-08-12,CL,9M,SAUDI,0.039049537061498316
2026-08-12,CL,1Y,SAUDI,0.039049537061498316
2026-08-12,CL,2Y,SAUDI,0.039049537061498316
2026-08-12,CL,3Y,SAUDI,0.039049537061498316
2026-08-12,CL,4Y,SAUDI,0.039049537061498316
2026-08-12,CL,5Y,SAUDI,0.039049537061498316
2026-08-12,CL,6Y,SAUDI,0.039049537061498316
2026-08-12,CL,7Y,SAUDI,0.039049537061498316
2026-08-12,CL,8Y,SAUDI,0.039049537061498316
2026-08-12,CL,9Y,SAUDI,0.039049537061498316
2026-08-12,CL,10Y,SAUDI,0.039049537061498316
2026-08-12,CL,1D,SBERF,0.0882046911174521
2026-08-12,CL,1W,SBERF,0.0882046911174521
2026-08-12,CL,2W,SBERF,0.0882046911174521
2026-08-12,CL,1M,SBERF,0.0882046911174521
2026-08-12,CL,2M,SBERF,0.09643932360524442
2026-08-12,CL,3M,SBERF,0.1067326142149848
2026-08-12,CL,6M,SBERF,0.12308858126876607
2026-08-12,CL,9M,SBERF,0.11902062362584033
2026-08-12,CL,1Y,SBERF,0.11400105358043108
2026-08-12,CL,2Y,SBERF,0.11400105358043108
2026-08-12,CL,3Y,SBERF,0.11400105358043108
2026-08-12,CL,4Y,SBERF,0.11400105358043108
2026-08-12,CL,5Y,SBERF,0.11400105358043108
2026-08-12,CL,6Y,SBERF,0.11400105358043108
2026-08-12,CL,7Y,SBERF,0.11400105358043108
2026-08-12,CL,8Y,SBERF,0.11400105358043108
2026-08-12,CL,9Y,SBERF,0.11400105358043108
2026-08-12,CL,10Y,SBERF,0.11400105358043108
2026-08-12,CL,1D,SBPR,0.09544625898122734
2026-08-12,CL,1W,SBPR,0.09544625898122734
2026-08-12,CL,2W,SBPR,0.09544625898122734
2026-08-12,CL,1M,SBPR,0.09544625898122734
2026-08-12,CL,2M,SBPR,0.10241289007997034
2026-08-12,CL,3M,SBPR,0.1111211789533991
2026-08-12,CL,6M,SBPR,0.12334307269109517
2026-08-12,CL,9M,SBPR,0.11914309047234897
2026-08-12,CL,1Y,SBPR,0.11519635630596259
2026-08-12,CL,2Y,SBPR,0.11519635630596259
2026-08-12,CL,3Y,SBPR,0.11519635630596259
2026-08-12,CL,4Y,SBPR,0.11519635630596259
2026-08-12,CL,5Y,SBPR,0.11519635630596259
2026-08-12,CL,6Y,SBPR,0.11519635630596259
2026-08-12,CL,7Y,SBPR,0.11519635630596259
2026-08-12,CL,8Y,SBPR,0.11519635630596259
2026-08-12,CL,9Y,SBPR,0.11519635630596259
2026-08-12,CL,10Y,SBPR,0.11519635630596259
2026-08-12,CL,1D,SBRF,0.0882046911174521
2026-08-12,CL,1W,SBRF,0.0882046911174521
2026-08-12,CL,2W,SBRF,0.0882046911174521
2026-08-12,CL,1M,SBRF,0.0882046911174521
2026-08-12,CL,2M,SBRF,0.09643932360524442
2026-08-12,CL,3M,SBRF,0.1067326142149848
2026-08-12,CL,6M,SBRF,0.12308858126876607
2026-08-12,CL,9M,SBRF,0.11902062362584033
2026-08-12,CL,1Y,SBRF,0.11400105358043108
2026-08-12,CL,2Y,SBRF,0.11400105358043108
2026-08-12,CL,3Y,SBRF,0.11400105358043108
2026-08-12,CL,4Y,SBRF,0.11400105358043108
2026-08-12,CL,5Y,SBRF,0.11400105358043108
2026-08-12,CL,6Y,SBRF,0.11400105358043108
2026-08-12,CL,7Y,SBRF,0.11400105358043108
2026-08-12,CL,8Y,SBRF,0.11400105358043108
2026-08-12,CL,9Y,SBRF,0.11400105358043108
2026-08-12,CL,10Y,SBRF,0.11400105358043108
2026-08-12,CL,1D,SFIN,-0.5195633837329797
2026-08-12,CL,1W,SFIN,-0.5195633837329797
2026-08-12,CL,2W,SFIN,-0.5195633837329797
2026-08-12,CL,1M,SFIN,-0.5195633837329797
2026-08-12,CL,2M,SFIN,-0.44005783572681945
2026-08-12,CL,3M,SFIN,-0.340675900719119
2026-08-12,CL,6M,SFIN,-0.21810484754295525
2026-08-12,CL,9M,SFIN,-0.21810484754295525
2026-08-12,CL,1Y,SFIN,-0.21810484754295525
2026-08-12,CL,2Y,SFIN,-0.21810484754295525
2026-08-12,CL,3Y,SFIN,-0.21810484754295525
2026-08-12,CL,4Y,SFIN,-0.21810484754295525
2026-08-12,CL,5Y,SFIN,-0.21810484754295525
2026-08-12,CL,6Y,SFIN,-0.21810484754295525
2026-08-12,CL,7Y,SFIN,-0.21810484754295525
2026-08-12,CL,8Y,SFIN,-0.21810484754295525
2026-08-12,CL,9Y,SFIN,-0.21810484754295525
2026-08-12,CL,10Y,SFIN,-0.21810484754295525
2026-08-12,CL,1D,SGZH,-0.6637768322958465
2026-08-12,CL,1W,SGZH,-0.6637768322958465
2026-08-12,CL,2W,SGZH,-0.6637768322958465
2026-08-12,CL,1M,SGZH,-0.6637768322958465
2026-08-12,CL,2M,SGZH,-0.5826901305142362
2026-08-12,CL,3M,SGZH,-0.48133175328722333
2026-08-12,CL,6M,SGZH,-0.3563230880405741
2026-08-12,CL,9M,SGZH,-0.3563230880405741
2026-08-12,CL,1Y,SGZH,-0.3563230880405741
2026-08-12,CL,2Y,SGZH,-0.3563230880405741
2026-08-12,CL,3Y,SGZH,-0.3563230880405741
2026-08-12,CL,4Y,SGZH,-0.3563230880405741
2026-08-12,CL,5Y,SGZH,-0.3563230880405741
2026-08-12,CL,6Y,SGZH,-0.3563230880405741
2026-08-12,CL,7Y,SGZH,-0.3563230880405741
2026-08-12,CL,8Y,SGZH,-0.3563230880405741
2026-08-12,CL,9Y,SGZH,-0.3563230880405741
2026-08-12,CL,10Y,SGZH,-0.3563230880405741
2026-08-12,CL,1D,SIBN,0.30033676254000946
2026-08-12,CL,1W,SIBN,0.30033676254000946
2026-08-12,CL,2W,SIBN,0.30033676254000946
2026-08-12,CL,1M,SIBN,0.30033676254000946
2026-08-12,CL,2M,SIBN,0.24239539878259586
2026-08-12,CL,3M,SIBN,0.1699686940858289
2026-08-12,CL,6M,SIBN,0.08064242495981627
2026-08-12,CL,9M,SIBN,0.08064242495981627
2026-08-12,CL,1Y,SIBN,0.08064242495981627
2026-08-12,CL,2Y,SIBN,0.08064242495981627
2026-08-12,CL,3Y,SIBN,0.08064242495981627
2026-08-12,CL,4Y,SIBN,0.08064242495981627
2026-08-12,CL,5Y,SIBN,0.08064242495981627
2026-08-12,CL,6Y,SIBN,0.08064242495981627
2026-08-12,CL,7Y,SIBN,0.08064242495981627
2026-08-12,CL,8Y,SIBN,0.08064242495981627
2026-08-12,CL,9Y,SIBN,0.08064242495981627
2026-08-12,CL,10Y,SIBN,0.08064242495981627
2026-08-12,CL,1D,SILV,0.09888096371008567
2026-08-12,CL,1W,SILV,0.09888096371008567
2026-08-12,CL,2W,SILV,0.09888096371008567
2026-08-12,CL,1M,SILV,0.09888096371008567
2026-08-12,CL,2M,SILV,0.09888096371008567
2026-08-12,CL,3M,SILV,0.09888096371008567
2026-08-12,CL,6M,SILV,0.09799672829222827
2026-08-12,CL,9M,SILV,0.098023875055133
2026-08-12,CL,1Y,SILV,0.09802547791496481
2026-08-12,CL,2Y,SILV,0.09802547791496481
2026-08-12,CL,3Y,SILV,0.09802547791496481
2026-08-12,CL,4Y,SILV,0.09802547791496481
2026-08-12,CL,5Y,SILV,0.09802547791496481
2026-08-12,CL,6Y,SILV,0.09802547791496481
2026-08-12,CL,7Y,SILV,0.09802547791496481
2026-08-12,CL,8Y,SILV,0.09802547791496481
2026-08-12,CL,9Y,SILV,0.09802547791496481
2026-08-12,CL,10Y,SILV,0.09802547791496481
2026-08-12,CL,1D,SILVM,0.0994511032288345
2026-08-12,CL,1W,SILVM,0.0994511032288345
2026-08-12,CL,2W,SILVM,0.0994511032288345
2026-08-12,CL,1M,SILVM,0.0994511032288345
2026-08-12,CL,2M,SILVM,0.0994511032288345
2026-08-12,CL,3M,SILVM,0.0994511032288345
2026-08-12,CL,6M,SILVM,0.08960358089657791
2026-08-12,CL,9M,SILVM,0.08636563286666564
2026-08-12,CL,1Y,SILVM,0.08626279234189635
2026-08-12,CL,2Y,SILVM,0.08626279234189635
2026-08-12,CL,3Y,SILVM,0.08626279234189635
2026-08-12,CL,4Y,SILVM,0.08626279234189635
2026-08-12,CL,5Y,SILVM,0.08626279234189635
2026-08-12,CL,6Y,SILVM,0.08626279234189635
2026-08-12,CL,7Y,SILVM,0.08626279234189635
2026-08-12,CL,8Y,SILVM,0.08626279234189635
2026-08-12,CL,9Y,SILVM,0.08626279234189635
2026-08-12,CL,10Y,SILVM,0.08626279234189635
2026-08-12,CL,1D,SL,0.1528866017461523
2026-08-12,CL,1W,SL,0.1528866017461523
2026-08-12,CL,2W,SL,0.1528866017461523
2026-08-12,CL,1M,SL,0.1528866017461523
2026-08-12,CL,2M,SL,0.1528866017461523
2026-08-12,CL,3M,SL,0.1528866017461523
2026-08-12,CL,6M,SL,0.1528866017461523
2026-08-12,CL,9M,SL,0.1528866017461523
2026-08-12,CL,1Y,SL,0.1528866017461523
2026-08-12,CL,2Y,SL,0.1528866017461523
2026-08-12,CL,3Y,SL,0.1528866017461523
2026-08-12,CL,4Y,SL,0.1528866017461523
2026-08-12,CL,5Y,SL,0.1528866017461523
2026-08-12,CL,6Y,SL,0.1528866017461523
2026-08-12,CL,7Y,SL,0.1528866017461523
2026-08-12,CL,8Y,SL,0.1528866017461523
2026-08-12,CL,9Y,SL,0.1528866017461523
2026-08-12,CL,10Y,SL,0.1528866017461523
2026-08-12,CL,1D,SLVRUBTOM,0.09888096371008567
2026-08-12,CL,1W,SLVRUBTOM,0.09888096371008567
